Level Selction Distribution
v4a-9;0
v2d-8;25
vc4a-1;30
v3-15;30
v3-12;31
v7-15;31
vi5-1;32
v5bxd-5;32
v2xu-5;33
v5c-3;33
v5c-9;33
v2xd-3;33
vi4-2;33
v6-16;33
vi4-6;34
vg5-8;34
v5c-6;34
v2d-2;34
v5a-3;34
v1d-4;35
vg5-6;35
v1-20;35
v2d-14;35
vc5c-5;35
vg3-3;35
v5c-20;35
v1d-14;35
vc5b-6;35
vc4c-4;35
vc5b-2;35
v2xu-9;36
v3d-12;36
v3d-17;36
vc5b-7;36
v2d-17;36
v5c-17;36
v4b-3;36
v2-15;36
vc3-1;36
vg9-1;36
vc1-1;36
vg4-4;37
vg0-4;37
vc5c-4;37
vg2-10;37
v5c-8;37
vi2-2;37
vc5b-3;37
vi5-4;37
vg0-7;37
v4b-7;37
v4a-5;37
vc3-4;37
vc6-8;37
vg1-8;37
vg5-7;37
v3d-14;37
v2d-7;38
v1d-13;38
v1d-7;38
v4b-6;38
vg9-4;38
v3-20;38
v4c-7;38
v5bxd-6;38
v5c-10;38
v4c-5;38
v3d-20;38
vc4b-4;38
v5a-2;39
v3d-15;39
v7-9;39
v2d-1;39
v5a-8;39
v3-13;39
vc4a-4;39
vi1-8;39
v1d-11;39
v4b-5;39
vg2-2;39
vc6-4;39
vi4-5;39
vg5-9;39
v4a-3;39
vg1-4a;39
vc1-5;39
vc2-5;39
v7-10;39
v2d-4;40
v1-15;40
vi5-2;40
v6-5;40
v6-20;40
vc5c-3;40
v6-11;40
v6-10;40
vc4b-2;40
vg0-8;40
vg1-5;40
vc5a-2;40
vi3-5;40
vg3-8;40
v4a-2;40
v1-3;40
v5c-13;40
v5c-19;40
vc2-10;40
vc3-7;40
vc4a-7;40
v2-7;41
vc1-2;41
vg4-9;41
v2-3;41
v6-3;41
vg0-5;41
v3-16;41
v1-5;41
vc5b-8;41
vc3-2;41
vg2-9;41
v7-13;41
v1-2;41
vg4-6;41
v1-17;41
v2d-12;41
v2d-6;41
v5a-11;41
v5a-15;41
vi4-3;41
vc1-8;42
v4b-11;42
v4b-4;42
vc4b-1;42
vg9-5;42
v1d-3;42
v2-6;42
v1d-16;42
vc1-6;42
vg4-5;42
v6-12;42
vc3-10;42
vi3-3;42
v1d-19;42
v5a-16;42
vg2-7;42
v2d-10;42
v2-4;42
v4c-13;42
v2d-11;42
v7-3;42
vg3-2;42
vc5a-3;42
v2-8;42
v4b-14;42
v4b-12;42
vg4-8;43
vg1-6a;43
vc4a-5;43
v2-10;43
vg1-8a;43
v3-19;43
vg2-4;43
v3d-7;43
vc4b-3;43
v7-7;43
vg3-4;43
vc4a-8;43
v3-2;43
vc5a-4;43
v1-19;43
vi1-4;43
vi4-4;43
vc5b-9;43
vi1-5;43
v5c-2;43
v4b-1a;43
vi1-1;43
vi1-3;43
v2-16;43
v7-11;44
v6-6;44
v3d-6;44
v3-10;44
v5bxd-8;44
v2d-18;44
v6-2;44
vc4c-6;44
v2-2;44
v1d-15;44
vg5-2;44
v1-12;44
vg1-1;44
v3d-18;44
v1-14;44
v5bxd-7;44
vg1-4;44
v1-13;44
vc1-10;44
v5b-20;44
v1d-8;44
vc4a-3;44
v5c-12;45
vi2-3;45
v1d-20;45
v2d-16;45
v3-7;45
vg0-3;45
vc5a-6;45
v7-2;45
v6-4;45
vc4b-8;45
v6-18;45
v1-18;45
vc6-10;45
vc4a-10;45
vc6-2;45
vc6-3;45
v2xu-2;45
vc3-8;45
v5a-9;45
vc3-6;45
v5a-18;45
v1xd-4;45
v4a-7;45
v7-5;45
vg2-3;45
vg1-7a;45
vc2-2;45
v4a-14;45
vg1-6;45
v4a-11;45
vc2-7;45
v4a-12;45
vc3-9;46
vc2-9;46
v2d-9;46
vc4b-10;46
v4a-4;46
v2-13;46
v3d-9;46
v1-10;46
v5c-11;46
vg4-10;46
vc5a-9;46
vg0-6;46
vg5-10;46
vg1-2a;46
v3-17;46
vg5-4;46
vg1-2;46
v5a-14;46
v3-11;46
vg9-0;46
v3-3;46
v5b-12;46
vc5c-7;46
v1d-5;46
vc5b-5;46
v1d-6;46
v6-8;46
vg0-2;46
v4a-15;47
v7-4;47
v4c-6;47
v6-9;47
v3-4;47
v5bxu-4;47
v1-4;47
v3-6;47
v4b-1;47
v5bxu-6;47
v4c-12;47
v1d-10;47
vc4a-9;47
vg5-5;47
vg4-2;47
vc5a-8;47
vg9-3;47
vc5a-5;47
vg4-3;47
vc5a-10;47
vc4c-10;47
vc1-9;47
v2d-5;47
vc1-4;47
vg1-3a;47
vg9-7;47
v5b-22;48
v5a-10;48
v5bxu-10;48
v4c-11;48
vc4c-7;48
vc6-6;48
v4b-15;48
v4b-13;48
vc6-9;48
v2-5;48
vg0-10;48
vg3-10;48
v4c-10;48
vg1-1a;48
v4b-8;48
v5a-21;48
vg9-6;48
vc4c-3;48
v5c-15;48
v3d-8;48
v5c-7;48
v5c-4;48
vi3-2;48
vi2-7;48
v1-11;48
v2-14;48
v5c-18;48
vc3-3;48
v7-12;49
v1d-12;49
vc6-1;49
vc2-6;49
v3d-2;49
vc4b-6;49
vg0-1;49
v4a-13;49
vg0-9;49
v3d-5;49
vg3-9;49
v3d-16;49
vg4-7;49
vg1-9;49
v6-14;49
vc5c-2;49
v2-18;49
vc4b-9;49
vi2-5;49
v6-7;49
v5a-4;49
vc4c-1;49
v5a-5;49
vc4c-5;50
vg1-3;50
v2-9;50
vc2-3;50
vc5c-9;50
vg1-7;50
v3d-13;50
v3d-11;50
vc4b-7;50
v3-9;50
v3d-1;50
v3d-4;50
v5c-14;50
vi2-4;50
v4a-8;50
vg3-6;50
v7-6;50
v4c-9;50
v2-12;50
v4c-14;50
vi1-6;50
vi3-6;50
v3-14;50
