Level Selction Distribution
Spread: 227
v2d-15;2119
vg1-5;2141
v4b-7;2144
v3-5;2147
v5c-14;2153
vc2-5;2157
v5c-6;2159
v6-16;2160
vi5-2;2160
v5a-15;2168
vc6-4;2168
vc1-1;2169
v1-9;2169
v1-11;2169
v3d-2;2170
vc5c-9;2172
vc3-8;2173
v3-1;2174
v2-6;2176
vg9-5;2176
v3d-1;2177
v3-4;2178
v1d-7;2179
vc5b-2;2180
v2-14;2182
vg5-3;2183
v6-4;2183
v6-7;2184
v5a-17;2185
vc5a-3;2186
v3d-8;2187
vc4a-9;2188
v4b-5;2188
vi1-2;2188
vc6-8;2188
v3d-15;2190
vc4c-8;2190
vc2-6;2190
vg0-4;2191
v5bxu-10;2191
vc4c-5;2191
v4c-14;2191
vg9-2;2191
vc4c-2;2192
vc5a-10;2192
v5c-20;2192
v1-17;2193
v1d-17;2194
v2-15;2194
vg3-7;2195
v4a-8;2195
vg5-4;2197
vc4c-3;2197
v4a-14;2197
vc1-10;2197
vi4-1;2197
vc4a-8;2198
v5b-15;2198
vg1-4a;2199
v6-18;2199
v1d-3;2199
v2d-19;2200
vg2-2;2200
vi1-4;2201
vg2-1;2201
vg2-4;2201
vc2-10;2202
vg0-1;2202
vc5b-1;2203
v2-2;2203
vg4-7;2204
vi1-8;2204
vc4b-5;2204
vg1-3a;2204
vi2-4;2204
vg0-2;2205
v1d-10;2205
v5b-22;2205
v1-7;2205
v3d-13;2206
vc3-9;2207
vi4-2;2207
v4b-10;2208
v4b-15;2208
vi3-3;2208
vg4-8;2208
vc1-4;2209
v5c-13;2209
v2-5;2209
v2d-16;2210
vc4b-2;2210
v3-16;2211
vc1-9;2211
v3d-10;2211
vg9-8;2211
v7-4;2212
vg9-6;2212
v4a-9;2212
v1d-19;2212
v7-10;2213
v7-14;2213
v5a-9;2213
vc5a-7;2213
v2d-18;2213
vg3-3;2214
vg3-5;2214
v4b-9;2215
vi4-6;2215
v7-12;2215
vc5b-9;2216
vc3-4;2216
v1-19;2216
v3-10;2217
v3d-16;2217
v4a-12;2217
vg9-3;2217
v7-13;2218
v5c-12;2219
v6-14;2219
v3-12;2219
vc3-6;2219
vc2-2;2219
v1-13;2219
v4b-1a;2219
v5c-10;2220
vg3-8;2221
v3d-3;2221
v2-10;2221
v6-17;2222
vg4-10;2222
v3-13;2224
v4a-6;2224
vg0-9;2224
vg1-3;2224
vg5-8;2225
vi2-2;2225
vg1-9a;2226
vi4-3;2226
v5a-11;2226
v4c-8;2227
v3-6;2227
vg4-9;2227
vc5c-2;2228
v1xd-6;2228
vc6-1;2228
vc3-7;2228
v5a-8;2228
vc5b-10;2229
vc4b-9;2229
v2-8;2229
v5c-16;2229
v5bxd-6;2230
vg2-10;2230
vi2-5;2230
vc5c-6;2231
vc4a-5;2231
vc5b-8;2231
vg3-6;2231
v5c-3;2232
v5bxd-7;2232
v5c-8;2232
v2-9;2233
v1d-9;2233
vg1-4;2234
v5bxd-5;2234
v1-6;2235
v4c-9;2236
vc4a-7;2236
v1-2;2236
vc4b-7;2236
v1-4;2236
vg0-6;2237
v4b-1;2237
vg9-7;2237
vg2-3;2237
vg1-2;2238
vi1-1;2238
v4a-15;2238
v5a-16;2238
vc5c-4;2238
vc3-1;2238
v4c-5;2239
v2d-3;2239
vc3-2;2239
vc1-8;2239
v1d-6;2240
v1-8;2241
v2-12;2241
v6-8;2241
v1d-16;2241
v2xd-3;2242
