Level Selction Distribution
Spread: 301
vc5a-2;2491
vc4a-8;2502
v5c-7;2508
vg2-3;2519
v3d-10;2536
v6-16;2536
vg1-9;2539
vg1-2a;2539
vc3-7;2541
v3-6;2541
v5bxd-5;2542
v4c-5;2543
v5b-16;2544
v3-3;2545
vg9-1;2545
v5c-14;2546
v2d-15;2547
v5a-15;2549
v7-12;2551
v1d-7;2554
vc4a-10;2554
vg3-6;2555
v2d-7;2556
vc5b-8;2557
v4a-8;2557
v1-9;2557
vc6-4;2558
v6-19;2560
v1-13;2561
v2xu-9;2561
v5a-21;2561
v2-15;2561
v2d-5;2563
vc6-9;2563
vi5-1;2564
v1-10;2565
v3-4;2566
v2-9;2566
v6-17;2568
vc5c-9;2569
vc4c-2;2569
vi4-2;2569
v1d-19;2570
vi1-1;2571
v1-2;2571
v3-5;2572
v2d-16;2572
vi4-5;2573
vg1-4a;2574
v1d-10;2574
v3-9;2574
v2-14;2574
v3-12;2576
vc4b-9;2577
vg5-1;2578
vg3-8;2578
vc4a-7;2578
v5a-17;2578
vg1-7;2578
vc3-10;2579
vg9-5;2579
vc1-1;2579
v4a-14;2580
vg9-7;2580
v3d-3;2580
vi4-1;2580
v5b-12;2581
v5c-13;2581
vg2-1;2582
v1d-17;2582
v1d-8;2583
v2-5;2584
v3d-9;2585
v1-11;2586
vc6-1;2587
vc4c-6;2587
vg0-3;2587
v6-8;2588
v4a-9;2588
vg5-3;2589
vc5a-8;2590
v5c-5;2590
vg1-4;2591
v4b-3;2591
vc1-10;2591
vc3-8;2591
v3-10;2591
vg1-3a;2591
vc2-2;2592
vi2-2;2593
vg2-4;2593
v4b-10;2594
v2d-9;2594
v2-6;2594
v6-14;2595
v7-15;2598
vi3-3;2598
v3d-16;2599
v7-4;2600
vi1-6;2600
v3d-15;2601
vg5-4;2601
v4a-4;2601
vg4-5;2601
vc2-5;2601
vg9-3;2602
vc5b-10;2602
v5a-16;2602
vc1-8;2603
v5c-16;2603
vc4b-3;2603
v4b-2;2603
v1-17;2603
vg5-10;2603
v3-14;2604
v1d-13;2604
vc3-6;2604
v5bxu-10;2604
vc5c-6;2605
v4c-14;2605
vg3-3;2605
v4b-4;2607
vg3-1;2607
vg3-9;2607
vc4b-5;2607
vg2-6;2607
v7-10;2607
v3d-12;2607
v3d-13;2608
v6-5;2608
v3-11;2608
vg1-1a;2608
v4a-15;2609
v1d-2;2609
vc2-6;2610
v3d-20;2610
v5bxu-6;2610
vc4b-2;2610
v1d-18;2611
vg0-4;2611
vg2-8;2611
vc5c-5;2611
vc5a-4;2611
v3d-8;2611
vg0-1;2611
vc4b-6;2612
vc2-10;2612
v2-17;2612
vi2-4;2613
v3d-2;2613
v5c-10;2614
v1d-16;2614
v6-6;2615
v5bxd-7;2615
vc5a-3;2616
v1d-3;2616
v1-8;2616
v3-17;2617
vi2-3;2617
v7-2;2618
v1-19;2618
v2-10;2619
v3-1;2619
vc5c-4;2619
vg9-8;2620
vi1-8;2620
v4b-8;2621
v5c-3;2621
vc1-9;2621
v4c-10;2622
v1-7;2622
vi3-4;2622
vg9-2;2622
v2d-17;2623
v1d-11;2623
vc5b-7;2623
vg0-8;2623
v2d-19;2623
v4b-5;2624
vc1-5;2624
v5a-8;2624
vg4-7;2626
v5c-12;2626
vi1-2;2626
v1-12;2626
v2-4;2626
vg4-10;2626
vc4c-9;2626
vc5b-4;2626
v7-11;2626
v5c-4;2627
vg5-9;2627
vc3-5;2627
v5c-9;2627
vc5c-3;2627
vg9-4;2628
vg3-4;2628
v5c-18;2628
vi1-5;2628
v7-14;2628
v4b-15;2628
vc1-4;2629
v3d-7;2629
vi3-5;2629
vc4a-3;2629
v2d-3;2629
vg4-8;2629
v1-4;2630
vc4a-9;2630
v2d-14;2630
v4b-6;2630
vc2-9;2631
v1-6;2631
v6-7;2631
v4b-1a;2631
vc5a-10;2631
vc5b-3;2632
v5a-11;2632
v7-8;2632
v3d-4;2633
vc4b-7;2633
vg0-10;2633
v5b-15;2633
vg3-7;2633
vg1-9a;2634
v4b-9;2635
v5bxd-6;2635
v2-3;2635
vg5-7;2635
v3d-19;2635
v4b-7;2636
vc5a-5;2637
vc1-2;2637
vc4c-10;2637
vc6-7;2638
v2-19;2638
vg1-5;2638
v1-18;2638
vi4-3;2639
vc3-3;2639
v4a-10;2639
vg2-2;2640
vc4c-5;2640
v4c-8;2640
vc4c-4;2640
v5bxu-2;2640
v4c-12;2641
vg0-6;2641
vc5b-2;2642
v4c-9;2642
v1d-20;2642
v4a-5;2642
vc4c-7;2643
v4a-2;2643
v7-5;2643
vc5c-7;2643
v2-8;2644
v3-20;2644
vc5a-9;2644
vg2-10;2644
vc5b-9;2644
v2d-18;2645
v4c-7;2645
v1xd-4;2646
v2-1;2646
vc5a-7;2647
vg0-2;2647
v1d-6;2647
v1-3;2648
v5b-13;2648
v1d-9;2649
vc4a-5;2649
v2-7;2649
v2d-12;2649
v5c-19;2650
v3d-14;2650
vc2-3;2650
v5b-22;2651
vc4c-1;2651
vi1-4;2652
vc3-4;2652
vg9-9;2652
vc4b-8;2652
v3-15;2653
v5a-14;2653
vi3-2;2653
vg5-2;2653
v4b-13;2654
v5c-2;2654
v1-15;2654
v6-18;2656
v3-18;2656
vg4-9;2656
vi5-4;2656
vc4a-6;2656
v3-8;2657
vg5-5;2657
v7-6;2658
v5a-5;2658
v4a-6;2659
v4a-13;2659
vc5b-1;2659
vc4a-4;2659
v6-10;2659
vi1-3;2659
v5c-8;2659
v7-9;2660
vc6-10;2660
vc2-1;2660
v2xd-3;2660
vi2-7;2661
vc2-4;2661
v6-15;2661
vc6-8;2661
v4c-13;2661
v4a-12;2662
v5c-15;2662
v2-13;2662
v5a-18;2662
vc6-3;2663
v1xd-6;2663
vc5b-5;2663
v6-20;2664
vg1-2;2664
vg5-6;2664
vg9-6;2664
vc3-9;2665
v4c-11;2665
v5b-20;2665
vc1-7;2666
vg0-7;2666
v1d-5;2666
vg1-8;2667
v1-16;2667
vc3-2;2668
v5a-10;2668
vg4-6;2670
v3-16;2670
vc2-7;2671
vc4a-1;2671
vg4-2;2671
vg1-3;2672
v1-20;2673
v6-13;2673
vi4-4;2674
v2-18;2675
v4b-14;2675
v1d-14;2675
v5c-6;2675
v6-2;2675
vg1-7a;2675
vg5-8;2676
v2d-4;2677
vg2-7;2677
v2d-10;2677
v3d-18;2678
vc3-1;2679
vg0-5;2679
vi5-2;2679
v6-3;2679
v3d-11;2680
v6-4;2680
v7-13;2681
vg4-3;2681
vc5c-8;2681
v2d-2;2682
vg1-6;2683
vc5b-6;2683
vi2-5;2683
vc6-6;2683
v2d-8;2684
v5c-17;2684
v5a-3;2684
v3-19;2684
v3d-17;2684
v7-3;2684
v2-12;2685
v5c-20;2685
v3-13;2685
v5b-21;2685
vg9-0;2686
vg1-6a;2686
v1d-12;2688
vc6-2;2688
vc6-5;2690
v5a-9;2690
v6-12;2692
vi2-6;2693
v4b-11;2694
v4b-1;2694
v4a-3;2694
v3d-1;2695
v2-16;2695
vg2-9;2695
vc4c-3;2695
v2xu-2;2696
v5bxu-9;2696
vc4c-8;2697
